enrollee_id,enrolled_university,education_level,major_discipline
16085,no_enrollment,Primary School,
308,no_enrollment,Graduate,STEM
27252,no_enrollment,Graduate,STEM
33370,Full time course,High School,
29782,Full time course,Graduate,STEM
13637,no_enrollment,Graduate,STEM
6470,no_enrollment,Graduate,STEM
19070,,High School,
19368,no_enrollment,Graduate,Humanities
29696,no_enrollment,Graduate,Arts
22841,Full time course,Masters,STEM
32307,Full time course,Graduate,STEM
5942,no_enrollment,Graduate,STEM
20191,Full time course,High School,
9363,no_enrollment,Masters,Other
25744,no_enrollment,High School,
14951,no_enrollment,Graduate,STEM
14543,no_enrollment,High School,
748,no_enrollment,Graduate,STEM
13427,Full time course,Graduate,STEM
32886,no_enrollment,Graduate,Arts
15104,no_enrollment,Graduate,STEM
20100,Part time course,Graduate,STEM
18858,Full time course,Masters,STEM
24464,no_enrollment,Graduate,STEM
12082,no_enrollment,Masters,STEM
13783,no_enrollment,Graduate,STEM
9492,no_enrollment,Masters,STEM
14072,no_enrollment,Graduate,STEM
13700,Full time course,High School,
17036,no_enrollment,Graduate,STEM
321,no_enrollment,Primary School,
17681,Full time course,Graduate,STEM
32023,no_enrollment,Graduate,STEM
19193,no_enrollment,Graduate,STEM
15814,no_enrollment,Graduate,STEM
26837,no_enrollment,Graduate,STEM
28294,no_enrollment,Masters,STEM
13816,Part time course,Graduate,STEM
8406,no_enrollment,Graduate,STEM
375,no_enrollment,Masters,STEM
22435,Full time course,High School,
2890,no_enrollment,Masters,STEM
16144,Part time course,Graduate,STEM
26998,Full time course,High School,
30034,no_enrollment,Masters,STEM
7043,Full time course,Graduate,STEM
2117,no_enrollment,Masters,STEM
7624,Part time course,Graduate,STEM
23075,no_enrollment,Graduate,
9553,no_enrollment,Graduate,STEM
23348,,Graduate,STEM
8134,no_enrollment,Graduate,STEM
30420,Full time course,Graduate,STEM
7895,no_enrollment,Masters,STEM
18751,no_enrollment,High School,
24487,no_enrollment,Graduate,STEM
130,no_enrollment,Graduate,STEM
1896,no_enrollment,Masters,STEM
16779,no_enrollment,Masters,STEM
1831,no_enrollment,Graduate,STEM
24441,,Masters,STEM
21062,no_enrollment,Masters,STEM
13026,Full time course,Graduate,STEM
19042,no_enrollment,Masters,STEM
1755,no_enrollment,Graduate,STEM
30224,Full time course,Masters,Other
14213,no_enrollment,Masters,STEM
22128,no_enrollment,Graduate,STEM
21305,no_enrollment,Graduate,STEM
20177,no_enrollment,Graduate,STEM
25262,no_enrollment,Masters,No Major
9146,no_enrollment,Graduate,STEM
31116,Full time course,Graduate,STEM
24449,no_enrollment,Graduate,No Major
27126,no_enrollment,Masters,STEM
13287,Full time course,Graduate,STEM
3405,,,
18458,no_enrollment,Graduate,STEM
24343,no_enrollment,Graduate,STEM
11742,no_enrollment,Graduate,STEM
9836,no_enrollment,Graduate,STEM
13532,Part time course,Graduate,Humanities
19871,no_enrollment,Graduate,STEM
26665,Full time course,Graduate,STEM
19076,,Graduate,STEM
12009,Full time course,Graduate,STEM
23495,no_enrollment,Masters,STEM
6512,Full time course,Graduate,STEM
8148,no_enrollment,Graduate,STEM
6553,no_enrollment,Masters,STEM
22755,no_enrollment,Masters,STEM
1340,no_enrollment,Graduate,STEM
24383,,High School,
4527,Full time course,,
32671,no_enrollment,Graduate,STEM
10807,no_enrollment,Graduate,STEM
25532,no_enrollment,Graduate,STEM
15040,no_enrollment,High School,
24348,Full time course,Graduate,STEM
2154,no_enrollment,Masters,STEM
5414,Full time course,High School,
32730,no_enrollment,Graduate,STEM
1948,no_enrollment,Phd,STEM
15365,no_enrollment,Masters,STEM
24500,no_enrollment,Graduate,STEM
14982,no_enrollment,Graduate,STEM
25911,Full time course,Graduate,STEM
27313,no_enrollment,Graduate,STEM
18466,no_enrollment,High School,
11537,Full time course,,
29134,no_enrollment,Masters,STEM
14141,no_enrollment,Graduate,STEM
13835,Full time course,Graduate,STEM
9568,Full time course,Graduate,STEM
23201,no_enrollment,Masters,STEM
2843,no_enrollment,Graduate,STEM
26987,no_enrollment,Graduate,STEM
24365,Full time course,Graduate,STEM
11052,no_enrollment,Masters,STEM
3552,no_enrollment,High School,
24651,no_enrollment,Graduate,Humanities
4644,no_enrollment,Masters,STEM
3082,no_enrollment,Masters,STEM
3886,Full time course,High School,
15821,Full time course,Masters,STEM
10670,no_enrollment,Graduate,STEM
20377,no_enrollment,Graduate,STEM
791,no_enrollment,Graduate,STEM
11351,no_enrollment,Graduate,STEM
1460,no_enrollment,Graduate,Arts
15778,no_enrollment,Graduate,STEM
6870,no_enrollment,Graduate,STEM
32593,Full time course,High School,
21055,Full time course,Graduate,STEM
24090,no_enrollment,Graduate,STEM
17690,no_enrollment,Masters,Arts
13053,no_enrollment,Graduate,STEM
12229,no_enrollment,Masters,STEM
4485,Full time course,High School,
12791,no_enrollment,Graduate,Humanities
6013,no_enrollment,Masters,STEM
27263,no_enrollment,Masters,STEM
13442,Full time course,Graduate,STEM
10793,Full time course,Graduate,STEM
30581,no_enrollment,Graduate,STEM
23525,Full time course,High School,
9421,no_enrollment,Graduate,STEM
14714,Full time course,Graduate,STEM
1725,no_enrollment,Masters,Humanities
3154,Part time course,Graduate,STEM
6688,no_enrollment,Graduate,STEM
17332,no_enrollment,Masters,STEM
15730,no_enrollment,Graduate,STEM
7099,no_enrollment,Graduate,STEM
8183,no_enrollment,Graduate,STEM
21524,no_enrollment,Graduate,Other
1524,no_enrollment,Graduate,STEM
27737,no_enrollment,Graduate,No Major
27790,Full time course,High School,
11146,no_enrollment,Graduate,Humanities
31520,Full time course,High School,
12188,no_enrollment,Graduate,STEM
31178,Full time course,High School,
4712,Part time course,Graduate,STEM
23483,Part time course,,
30227,no_enrollment,Graduate,STEM
8907,no_enrollment,Graduate,STEM
15721,no_enrollment,Graduate,STEM
25015,no_enrollment,Graduate,STEM
1990,no_enrollment,Graduate,STEM
30515,Full time course,Graduate,STEM
26949,no_enrollment,Graduate,STEM
31589,no_enrollment,Graduate,STEM
31374,Full time course,Graduate,STEM
7705,no_enrollment,Graduate,STEM
17146,no_enrollment,Graduate,STEM
558,no_enrollment,Primary School,
1961,Full time course,Graduate,STEM
26675,Full time course,Graduate,STEM
33065,no_enrollment,Graduate,STEM
16281,no_enrollment,Graduate,STEM
16036,no_enrollment,Graduate,STEM
20620,no_enrollment,Masters,Business Degree
4196,Full time course,High School,
7892,no_enrollment,Graduate,STEM
19768,no_enrollment,Graduate,STEM
33180,no_enrollment,High School,
13215,no_enrollment,Graduate,STEM
2386,no_enrollment,Graduate,STEM
18582,no_enrollment,Masters,STEM
25222,no_enrollment,Graduate,STEM
5697,no_enrollment,Graduate,STEM
5172,Full time course,Graduate,STEM
1815,no_enrollment,Masters,STEM
18347,no_enrollment,Graduate,STEM
3907,no_enrollment,Masters,STEM
372,Part time course,Graduate,No Major
10580,no_enrollment,Phd,STEM
33376,no_enrollment,Masters,Business Degree
27970,no_enrollment,Graduate,STEM
20568,no_enrollment,Masters,STEM
9059,no_enrollment,Masters,STEM
27233,Full time course,Graduate,STEM
30763,no_enrollment,Graduate,STEM
12383,no_enrollment,Graduate,Business Degree
16428,Full time course,Graduate,STEM
3074,no_enrollment,Graduate,STEM
18577,no_enrollment,Masters,STEM
26667,no_enrollment,Graduate,STEM
16761,no_enrollment,Masters,STEM
953,no_enrollment,Graduate,STEM
22702,Full time course,Graduate,STEM
20533,no_enrollment,Graduate,STEM
26444,Full time course,Masters,STEM
6617,Full time course,Masters,STEM
1664,no_enrollment,Masters,STEM
13312,no_enrollment,Graduate,Other
5051,no_enrollment,Graduate,STEM
27122,no_enrollment,Graduate,STEM
13663,no_enrollment,Graduate,Business Degree
30803,Full time course,Graduate,STEM
29610,Full time course,Graduate,STEM
24856,Part time course,Graduate,STEM
27478,no_enrollment,Graduate,No Major
24844,Full time course,Masters,STEM
13444,no_enrollment,Graduate,STEM
20446,Full time course,Graduate,STEM
4296,no_enrollment,Phd,STEM
23167,no_enrollment,High School,
33297,Full time course,,
32407,no_enrollment,Graduate,STEM
32501,no_enrollment,Masters,STEM
18350,Full time course,Graduate,STEM
26286,no_enrollment,Graduate,STEM
2526,no_enrollment,Masters,STEM
26269,no_enrollment,Graduate,STEM
8862,no_enrollment,Graduate,STEM
19713,no_enrollment,Graduate,STEM
4104,no_enrollment,Phd,STEM
30230,no_enrollment,Masters,STEM
14437,Full time course,Graduate,STEM
396,no_enrollment,Graduate,STEM
21730,no_enrollment,High School,
9720,no_enrollment,Graduate,STEM
26319,no_enrollment,Masters,STEM
11921,no_enrollment,Masters,STEM
12918,Full time course,Graduate,STEM
13234,no_enrollment,Graduate,STEM
20788,no_enrollment,Masters,STEM
19380,Part time course,Graduate,STEM
5852,no_enrollment,Graduate,Humanities
26206,no_enrollment,Graduate,Arts
8417,no_enrollment,High School,
4780,no_enrollment,Primary School,
12186,no_enrollment,Graduate,STEM
29233,no_enrollment,Graduate,STEM
18321,no_enrollment,Graduate,STEM
25771,Full time course,Masters,Other
6514,no_enrollment,Graduate,STEM
7763,,Graduate,STEM
901,no_enrollment,Graduate,STEM
10267,no_enrollment,Masters,STEM
2474,no_enrollment,Graduate,STEM
10054,no_enrollment,Masters,STEM
16767,no_enrollment,Graduate,STEM
17256,no_enrollment,High School,
20557,no_enrollment,Graduate,STEM
18784,Full time course,Masters,STEM
21160,Full time course,Graduate,STEM
24527,no_enrollment,Graduate,STEM
16927,no_enrollment,Graduate,Other
19549,no_enrollment,Graduate,STEM
15987,no_enrollment,Masters,STEM
30597,no_enrollment,Primary School,
17580,no_enrollment,Graduate,STEM
2206,no_enrollment,Phd,STEM
10901,Part time course,Graduate,STEM
6286,Part time course,Masters,STEM
33168,Full time course,Masters,STEM
28497,no_enrollment,Graduate,STEM
931,no_enrollment,Graduate,STEM
5579,no_enrollment,High School,
22350,no_enrollment,Graduate,STEM
25365,Full time course,Graduate,STEM
27270,no_enrollment,Masters,STEM
30250,no_enrollment,Graduate,STEM
6004,no_enrollment,Graduate,STEM
9675,no_enrollment,Masters,Business Degree
11141,no_enrollment,Graduate,STEM
12143,Full time course,Masters,STEM
33190,no_enrollment,Graduate,STEM
2129,Full time course,Graduate,STEM
4673,no_enrollment,Masters,STEM
2728,Part time course,Graduate,STEM
18736,Part time course,Masters,STEM
19772,no_enrollment,Graduate,STEM
29911,no_enrollment,,
18353,no_enrollment,Graduate,STEM
26857,no_enrollment,Graduate,STEM
11590,Part time course,Graduate,Arts
8262,Full time course,Graduate,STEM
14668,Full time course,Graduate,STEM
17104,no_enrollment,Phd,STEM
764,no_enrollment,Graduate,STEM
32234,no_enrollment,Primary School,
7149,no_enrollment,Graduate,STEM
6119,no_enrollment,Graduate,STEM
17974,no_enrollment,Masters,STEM
29411,no_enrollment,Masters,STEM
17089,Full time course,Graduate,STEM
4096,no_enrollment,Graduate,STEM
29066,no_enrollment,Graduate,STEM
15456,no_enrollment,Graduate,Humanities
16139,no_enrollment,Graduate,Arts
18243,Full time course,Graduate,STEM
3935,no_enrollment,High School,
18954,no_enrollment,Graduate,STEM
20256,no_enrollment,Masters,Business Degree
30850,Part time course,Graduate,STEM
19893,no_enrollment,Masters,STEM
27518,no_enrollment,Graduate,STEM
26297,no_enrollment,Graduate,STEM
1160,no_enrollment,Graduate,No Major
27014,no_enrollment,High School,
8824,no_enrollment,Graduate,STEM
29439,no_enrollment,Graduate,Other
5068,no_enrollment,Masters,STEM
30554,no_enrollment,Graduate,STEM
12255,no_enrollment,Graduate,STEM
14554,Full time course,Masters,STEM
24931,no_enrollment,Masters,STEM
23149,no_enrollment,Graduate,STEM
23158,no_enrollment,Graduate,Arts
8156,Full time course,Graduate,STEM
22015,no_enrollment,Graduate,STEM
16237,Full time course,Masters,STEM
23067,no_enrollment,Graduate,STEM
16502,no_enrollment,Graduate,STEM
31714,no_enrollment,Graduate,STEM
7260,no_enrollment,Graduate,STEM
15333,no_enrollment,Graduate,STEM
2289,no_enrollment,Masters,STEM
19025,no_enrollment,Phd,STEM
22223,no_enrollment,Graduate,STEM
4860,no_enrollment,Phd,STEM
7556,Full time course,Graduate,STEM
11501,no_enrollment,Graduate,STEM
23920,Full time course,High School,
17844,no_enrollment,Graduate,STEM
1448,no_enrollment,Graduate,STEM
7302,no_enrollment,Graduate,STEM
6659,no_enrollment,Graduate,Humanities
33278,Part time course,Graduate,STEM
26167,no_enrollment,Masters,STEM
17057,Full time course,Graduate,STEM
12195,Part time course,Graduate,STEM
380,no_enrollment,Graduate,STEM
30615,Full time course,High School,
10920,no_enrollment,Graduate,STEM
21542,no_enrollment,Masters,STEM
13298,no_enrollment,Phd,STEM
22627,no_enrollment,High School,
9185,Full time course,High School,
1149,no_enrollment,Graduate,STEM
9349,no_enrollment,Phd,STEM
2267,Part time course,High School,
10490,no_enrollment,Graduate,STEM
14475,no_enrollment,,
30465,no_enrollment,Graduate,STEM
29532,no_enrollment,Graduate,STEM
31327,no_enrollment,Graduate,STEM
13522,no_enrollment,Graduate,STEM
10531,Part time course,Graduate,STEM
13013,no_enrollment,Graduate,STEM
27849,no_enrollment,Graduate,STEM
21743,no_enrollment,High School,
17530,no_enrollment,Masters,STEM
5959,Full time course,Masters,STEM
16402,no_enrollment,Masters,STEM
16615,no_enrollment,Graduate,
31134,no_enrollment,Graduate,STEM
27600,Full time course,High School,
13594,no_enrollment,Graduate,STEM
10383,no_enrollment,Graduate,STEM
30363,no_enrollment,Graduate,STEM
12004,Part time course,Graduate,STEM
8094,Full time course,High School,
5215,Full time course,Graduate,STEM
10405,no_enrollment,Masters,STEM
25798,no_enrollment,Graduate,STEM
19855,Part time course,,
20316,Full time course,Masters,STEM
8282,Part time course,Masters,STEM
14430,no_enrollment,High School,
19993,no_enrollment,High School,
10236,no_enrollment,Masters,STEM
23720,no_enrollment,Graduate,STEM
30818,Full time course,High School,
30163,no_enrollment,Graduate,STEM
10094,no_enrollment,Graduate,STEM
20008,no_enrollment,Graduate,STEM
9604,no_enrollment,,
32500,no_enrollment,Masters,STEM
21879,Part time course,Graduate,STEM
5869,no_enrollment,Graduate,STEM
28110,no_enrollment,Graduate,STEM
25514,no_enrollment,Graduate,Humanities
3008,no_enrollment,Graduate,STEM
21289,no_enrollment,Graduate,No Major
8069,no_enrollment,High School,
11538,no_enrollment,Primary School,
21472,no_enrollment,,
26001,no_enrollment,Graduate,STEM
1844,no_enrollment,Graduate,STEM
29775,no_enrollment,Masters,STEM
9951,Part time course,Graduate,STEM
5336,Part time course,High School,
14514,Full time course,High School,
26983,no_enrollment,Graduate,STEM
4833,Full time course,High School,
24731,no_enrollment,Graduate,Arts
21114,Part time course,Graduate,STEM
4406,no_enrollment,Graduate,STEM
19539,no_enrollment,Phd,STEM
6535,no_enrollment,Graduate,STEM
29993,no_enrollment,Graduate,STEM
11665,no_enrollment,Graduate,STEM
32410,Full time course,Graduate,STEM
6634,no_enrollment,Graduate,STEM
21068,no_enrollment,,
5975,no_enrollment,Graduate,STEM
18211,no_enrollment,Graduate,STEM
9336,Full time course,High School,
989,no_enrollment,Graduate,STEM
30931,Full time course,Graduate,STEM
21561,Full time course,Masters,STEM
23580,no_enrollment,Graduate,STEM
31411,no_enrollment,,
18783,no_enrollment,Graduate,STEM
30364,,,
8984,no_enrollment,Graduate,STEM
169,no_enrollment,Masters,STEM
17768,no_enrollment,Graduate,STEM
29839,no_enrollment,Graduate,Humanities
29020,no_enrollment,Graduate,STEM
26326,Part time course,Graduate,STEM
25080,no_enrollment,Graduate,STEM
12125,no_enrollment,Graduate,STEM
16446,no_enrollment,Graduate,STEM
21906,no_enrollment,Graduate,STEM
14423,Full time course,Graduate,STEM
25667,no_enrollment,Graduate,STEM
27510,Full time course,Graduate,STEM
596,no_enrollment,Graduate,STEM
31194,,High School,
8847,no_enrollment,Graduate,STEM
7660,no_enrollment,Graduate,STEM
23048,Full time course,Graduate,STEM
10983,no_enrollment,,
5690,no_enrollment,Graduate,STEM
9192,no_enrollment,Masters,STEM
7690,no_enrollment,Masters,STEM
3992,no_enrollment,Graduate,STEM
6391,no_enrollment,Graduate,STEM
4442,no_enrollment,Phd,STEM
17095,no_enrollment,Graduate,STEM
19589,no_enrollment,Graduate,STEM
6190,no_enrollment,Graduate,STEM
7868,no_enrollment,Graduate,STEM
436,Part time course,Graduate,STEM
2982,no_enrollment,Masters,STEM
4378,no_enrollment,Graduate,STEM
7403,no_enrollment,Graduate,STEM
27940,no_enrollment,Graduate,STEM
118,no_enrollment,Masters,STEM
27057,no_enrollment,Graduate,STEM
568,Part time course,Graduate,STEM
27729,no_enrollment,Graduate,STEM
30482,Full time course,Graduate,STEM
31207,no_enrollment,High School,
2088,Full time course,Graduate,STEM
26044,Full time course,High School,
9802,Full time course,High School,
23023,no_enrollment,Graduate,STEM
23625,no_enrollment,High School,
6176,no_enrollment,Graduate,STEM
25624,no_enrollment,Graduate,STEM
15780,Part time course,Graduate,STEM
3983,no_enrollment,Graduate,STEM
24242,no_enrollment,Graduate,Humanities
6825,no_enrollment,Masters,No Major
6247,no_enrollment,Graduate,STEM
27207,no_enrollment,Graduate,STEM
4960,no_enrollment,Graduate,STEM
13181,no_enrollment,Masters,STEM
5613,no_enrollment,Graduate,STEM
29715,no_enrollment,Masters,STEM
9788,no_enrollment,Graduate,STEM
32069,no_enrollment,Graduate,STEM
20389,no_enrollment,Graduate,STEM
28389,Full time course,Graduate,STEM
6567,no_enrollment,Masters,STEM
24841,Full time course,Graduate,STEM
29847,Full time course,Graduate,STEM
31745,no_enrollment,Graduate,STEM
28499,no_enrollment,Graduate,STEM
1681,Full time course,Masters,STEM
8790,no_enrollment,Graduate,Humanities
11244,no_enrollment,Masters,STEM
8599,no_enrollment,Graduate,STEM
101,no_enrollment,Masters,STEM
16561,no_enrollment,High School,
18902,no_enrollment,Graduate,Humanities
10702,Full time course,Graduate,STEM
213,no_enrollment,Masters,STEM
5420,no_enrollment,Graduate,STEM
18125,no_enrollment,Masters,Humanities
12421,no_enrollment,Masters,STEM
3489,no_enrollment,Graduate,STEM
20972,no_enrollment,Masters,STEM
6848,no_enrollment,Graduate,STEM
1415,no_enrollment,Phd,STEM
14645,no_enrollment,Graduate,STEM
20686,no_enrollment,Masters,STEM
31127,Full time course,Graduate,STEM
28045,Full time course,,
22840,Full time course,High School,
24473,Full time course,High School,
15646,Full time course,Masters,STEM
1743,no_enrollment,Masters,Business Degree
26355,no_enrollment,Masters,Humanities
27231,no_enrollment,High School,
4915,Full time course,Graduate,STEM
25407,no_enrollment,Graduate,STEM
30894,Full time course,Masters,STEM
27218,no_enrollment,Graduate,STEM
26194,,Phd,STEM
20971,no_enrollment,Phd,STEM
25826,no_enrollment,Graduate,STEM
5467,Full time course,High School,
25594,no_enrollment,Graduate,STEM
16827,no_enrollment,High School,
32109,no_enrollment,Graduate,STEM
7371,no_enrollment,Phd,STEM
7920,no_enrollment,Masters,STEM
6223,Full time course,Graduate,STEM
3810,no_enrollment,Graduate,STEM
21867,no_enrollment,Masters,STEM
19369,Full time course,Masters,STEM
28094,no_enrollment,Graduate,STEM
19511,Part time course,Graduate,STEM
5117,Part time course,Graduate,STEM
27852,no_enrollment,Graduate,STEM
6840,Full time course,Graduate,STEM
24907,no_enrollment,Graduate,STEM
14061,Full time course,High School,
17121,Full time course,High School,
15706,Part time course,Graduate,STEM
14196,Part time course,Graduate,STEM
13319,Full time course,High School,
30368,Full time course,High School,
20311,no_enrollment,Graduate,STEM
6148,Full time course,Graduate,STEM
5241,Full time course,Graduate,STEM
10998,no_enrollment,Masters,STEM
25412,Full time course,High School,
14805,no_enrollment,Graduate,STEM
30623,no_enrollment,Graduate,STEM
5347,Full time course,Graduate,STEM
21026,no_enrollment,Graduate,Other
29466,no_enrollment,High School,
32723,no_enrollment,Masters,STEM
19851,no_enrollment,Masters,STEM
5024,,Masters,STEM
15631,no_enrollment,Masters,Other
1147,Full time course,Graduate,STEM
10415,no_enrollment,Masters,STEM
24593,Part time course,Graduate,STEM
6370,Part time course,Graduate,STEM
25935,no_enrollment,Masters,STEM
6532,no_enrollment,Masters,STEM
5398,no_enrollment,Graduate,STEM
12788,no_enrollment,Masters,STEM
280,no_enrollment,Graduate,STEM
4643,no_enrollment,Primary School,
2328,no_enrollment,Graduate,STEM
23615,Part time course,High School,
4611,no_enrollment,Graduate,STEM
6780,no_enrollment,Graduate,STEM
2363,no_enrollment,Graduate,STEM
6810,no_enrollment,Graduate,STEM
27328,Part time course,Graduate,STEM
24750,no_enrollment,Primary School,
14486,no_enrollment,Graduate,STEM
597,no_enrollment,Graduate,STEM
19879,Part time course,Graduate,STEM
15894,no_enrollment,Graduate,STEM
30806,Part time course,Graduate,STEM
28407,Full time course,Graduate,STEM
31124,no_enrollment,Graduate,STEM
17344,no_enrollment,Graduate,STEM
158,no_enrollment,Masters,STEM
2554,no_enrollment,Graduate,STEM
30876,Full time course,Graduate,STEM
24616,no_enrollment,Masters,STEM
20560,Full time course,Graduate,STEM
8021,no_enrollment,Graduate,STEM
15632,no_enrollment,Graduate,STEM
15087,no_enrollment,Graduate,STEM
11951,no_enrollment,Masters,STEM
11747,no_enrollment,Graduate,STEM
22586,no_enrollment,Masters,STEM
12822,Part time course,Phd,STEM
28442,no_enrollment,Graduate,STEM
27997,no_enrollment,Graduate,Humanities
20252,no_enrollment,Masters,STEM
14130,no_enrollment,High School,
4143,no_enrollment,Graduate,STEM
16078,no_enrollment,Graduate,STEM
8572,no_enrollment,Graduate,Business Degree
17155,no_enrollment,Masters,STEM
3466,,Graduate,STEM
25961,no_enrollment,Masters,STEM
10425,no_enrollment,Graduate,STEM
4126,no_enrollment,Graduate,Humanities
28558,no_enrollment,Graduate,STEM
29516,Full time course,High School,
14461,no_enrollment,Graduate,STEM
30217,no_enrollment,Masters,STEM
1506,no_enrollment,Graduate,STEM
29943,Full time course,Graduate,STEM
23005,no_enrollment,Masters,STEM
4941,Full time course,Graduate,STEM
9355,Full time course,Graduate,STEM
27147,no_enrollment,Graduate,STEM
32863,no_enrollment,Graduate,Other
8725,,Graduate,STEM
11122,no_enrollment,Graduate,Other
2264,no_enrollment,Graduate,STEM
24046,no_enrollment,Graduate,STEM
4661,no_enrollment,Graduate,STEM
25044,Full time course,Graduate,STEM
7982,Part time course,Graduate,STEM
27734,no_enrollment,Graduate,STEM
8294,no_enrollment,Masters,Humanities
29520,Full time course,Graduate,STEM
3869,no_enrollment,High School,
19217,no_enrollment,Graduate,STEM
22339,Part time course,Graduate,STEM
5335,Part time course,High School,
6979,no_enrollment,High School,
17646,no_enrollment,Graduate,STEM
6542,no_enrollment,Masters,STEM
26970,no_enrollment,High School,
23369,no_enrollment,Graduate,STEM
5308,no_enrollment,Masters,STEM
26258,no_enrollment,Graduate,STEM
13558,Full time course,Masters,STEM
19262,no_enrollment,Graduate,Arts
10891,no_enrollment,Graduate,STEM
26375,no_enrollment,High School,
20651,no_enrollment,Masters,STEM
20247,no_enrollment,Graduate,STEM
6658,no_enrollment,Graduate,Business Degree
33307,no_enrollment,Masters,STEM
18691,no_enrollment,High School,
5614,no_enrollment,Graduate,STEM
20232,Full time course,Graduate,STEM
10934,no_enrollment,Graduate,STEM
6062,no_enrollment,Masters,STEM
12720,no_enrollment,High School,
23912,no_enrollment,Masters,Other
8915,no_enrollment,Graduate,STEM
12805,no_enrollment,Masters,STEM
28604,no_enrollment,Masters,STEM
8303,no_enrollment,Masters,STEM
29214,no_enrollment,Graduate,STEM
24745,Part time course,Graduate,STEM
16686,Full time course,Graduate,STEM
14269,no_enrollment,High School,
3157,no_enrollment,Masters,Humanities
25032,no_enrollment,Graduate,STEM
2452,no_enrollment,Masters,STEM
25009,no_enrollment,Graduate,STEM
11172,no_enrollment,Graduate,STEM
24640,Part time course,High School,
20417,no_enrollment,Graduate,STEM
17616,no_enrollment,High School,
7919,no_enrollment,Graduate,STEM
15053,Full time course,Graduate,STEM
27274,no_enrollment,Graduate,STEM
3626,Part time course,Graduate,STEM
12715,no_enrollment,Phd,STEM
7932,Part time course,Graduate,STEM
4444,no_enrollment,Graduate,STEM
18599,Full time course,Masters,STEM
33213,no_enrollment,Graduate,STEM
1120,no_enrollment,Graduate,STEM
5558,Full time course,Graduate,STEM
22471,no_enrollment,Phd,STEM
15033,no_enrollment,Masters,STEM
8037,no_enrollment,Graduate,STEM
27721,Full time course,Graduate,STEM
14653,no_enrollment,Masters,STEM
178,no_enrollment,Graduate,STEM
22049,no_enrollment,Graduate,Business Degree
17934,Full time course,Primary School,
13081,Full time course,Graduate,STEM
10122,Full time course,Graduate,STEM
11389,no_enrollment,Masters,Humanities
29169,no_enrollment,Masters,STEM
11944,no_enrollment,Graduate,STEM
12798,no_enrollment,High School,
2942,no_enrollment,High School,
24532,no_enrollment,Masters,STEM
14239,no_enrollment,Graduate,STEM
13806,Full time course,High School,
32999,Part time course,Graduate,STEM
30471,Full time course,Graduate,STEM
28339,Part time course,Graduate,STEM
5502,no_enrollment,High School,
32895,no_enrollment,Graduate,STEM
11881,no_enrollment,Graduate,STEM
26889,no_enrollment,Primary School,
747,no_enrollment,High School,
4735,Full time course,Graduate,STEM
2955,Full time course,Graduate,STEM
25280,no_enrollment,Primary School,
31290,no_enrollment,Masters,STEM
11996,no_enrollment,Graduate,STEM
1799,no_enrollment,Masters,STEM
18738,no_enrollment,Graduate,STEM
21930,Full time course,High School,
26840,no_enrollment,Graduate,Other
10786,no_enrollment,Masters,Humanities
1207,no_enrollment,High School,
16707,no_enrollment,Graduate,STEM
23750,no_enrollment,Graduate,STEM
17890,no_enrollment,Graduate,STEM
18636,no_enrollment,Masters,STEM
20704,no_enrollment,Graduate,STEM
14506,Full time course,Graduate,STEM
14386,Full time course,Graduate,STEM
19041,no_enrollment,Graduate,STEM
9870,no_enrollment,Graduate,STEM
6068,Full time course,Graduate,STEM
8242,no_enrollment,Graduate,STEM
15458,Part time course,Primary School,
4109,no_enrollment,Graduate,STEM
5915,Full time course,Graduate,STEM
28076,no_enrollment,Masters,STEM
8449,no_enrollment,Masters,STEM
9931,no_enrollment,Graduate,Humanities
21205,no_enrollment,Graduate,STEM
18845,no_enrollment,Masters,STEM
6248,no_enrollment,Graduate,STEM
598,Part time course,Masters,STEM
21400,no_enrollment,Graduate,Business Degree
18984,no_enrollment,Graduate,STEM
1380,no_enrollment,Masters,STEM
28982,no_enrollment,Graduate,STEM
18640,Full time course,Graduate,STEM
11428,no_enrollment,Masters,STEM
33336,Part time course,Graduate,STEM
12084,Full time course,High School,
8705,no_enrollment,Graduate,STEM
12044,no_enrollment,Masters,STEM
12160,no_enrollment,Graduate,STEM
5003,no_enrollment,Graduate,STEM
19492,Full time course,Graduate,STEM
22114,Full time course,Graduate,STEM
2711,Full time course,Graduate,STEM
717,no_enrollment,Graduate,STEM
25152,Full time course,Graduate,STEM
12464,Full time course,Graduate,STEM
10974,no_enrollment,Graduate,Arts
22798,no_enrollment,Masters,STEM
4904,no_enrollment,High School,
9194,no_enrollment,Graduate,STEM
20896,no_enrollment,Masters,STEM
31288,no_enrollment,Graduate,STEM
31731,Full time course,High School,
17722,no_enrollment,Graduate,STEM
17142,Full time course,High School,
9037,Full time course,Graduate,STEM
21597,no_enrollment,Masters,No Major
14142,no_enrollment,Graduate,STEM
2202,no_enrollment,Masters,STEM
716,no_enrollment,Phd,STEM
19435,no_enrollment,Graduate,STEM
14082,no_enrollment,Primary School,
14188,no_enrollment,Masters,STEM
22111,no_enrollment,Graduate,STEM
12686,no_enrollment,Graduate,STEM
22344,Full time course,High School,
7039,no_enrollment,Graduate,STEM
9036,Full time course,Phd,STEM
32184,Part time course,Graduate,STEM
8077,no_enrollment,High School,
2121,no_enrollment,Masters,STEM
17261,no_enrollment,Masters,STEM
9390,no_enrollment,Graduate,STEM
